0,338.48
0.06399918,330.04
0.12799835,322.44
0.19199753,323.56
0.25600052,318.96
0.3199997,307.48
0.38399887,296.88
0.44799805,293.12
0.51200104,283.72
0.57600022,286.96
0.63999939,273.28
0.70399857,264.36
0.76799774,263.76
0.83200074,266.68
0.89599991,252.72
0.95999909,244.72
1.02399826,240.72
1.08799744,236.92
1.15200043,232.52
1.21599961,226.72
1.27999878,218.12
1.34399796,218.96
1.40800095,209.32
1.47200012,211.56
1.5359993,206.04
1.59999848,204.24
1.66399765,200.52
1.72800064,195.64
1.79199982,194.48
1.855999,188.2
1.91999817,188.84
1.98400116,177.16
2.04800034,181.08
2.11199951,176.88
2.17599869,173.04
2.23999787,173.4
2.30400086,170.32
2.36800003,166.44
2.43199921,159.6
2.49599839,160.92
2.55999756,158.8
2.62400055,155.92
2.68799973,153.84
2.7519989,151.4
2.81599808,146.48
2.88000107,147.36
2.94400025,150.04
3.00799942,140.88
3.0719986,145.52
3.13599778,142.36
3.20000077,136.4
3.26399994,138.16
3.32799912,132.84
3.39199829,133.72
3.45600128,129.24
3.52000046,130.52
3.58399964,127.2
3.64799881,126.72
3.71199799,125.84
3.77600098,122.12
3.84000016,118.52
3.90399933,116.16
3.96799851,121.08
4.03199768,116.68
4.09600067,112.68
4.15999985,112.76
4.22399903,113.64
4.2879982,111.24
4.35200119,111.04
4.41600037,108.36
4.47999955,107.08
4.54399872,105.48
4.6079979,105.4
4.67200089,104.6
4.73600006,104.4
4.79999924,101.32
4.86399842,102.32
4.92799759,99.88
4.99200058,99.44
5.05599976,96.68
5.11999893,96.08
5.18399811,93.6
5.2480011,90.6
5.31200028,92.76
5.37599945,88.88
5.43999863,89.2
5.50399781,88.72
5.5680008,90.24
5.63199997,86.32
5.69599915,93.4
5.75999832,87.4
5.82400132,84.04
5.88800049,85.44
5.95199967,87.44
6.01599884,80.6
6.07999802,77.88
6.14400101,79.92
6.20800019,80.8
6.27199936,76.96
6.33599854,80.2
6.39999771,79.04
6.4640007,79.96
6.52799988,79.64
6.59199906,72.76
6.65599823,75.24
6.72000122,76.64
6.7840004,71.68
6.84799958,74.84
