0,1000
0.032,933
0.064,931
0.096,982
0.128,963
0.16,969
0.192,940
0.224,946
0.256,901
0.288,960
0.32,978
0.352,945
0.384,945
0.416,917
0.448,902
0.48,939
0.512,933
0.544,918
0.576,938
0.608,915
0.64,924
0.672,934
0.704,909
0.736,934
0.768,990
0.8,954
0.832,936
0.864,905
0.896,949
0.928,921
0.96,912
0.992,890
1.024,904
1.056,840
1.088,907
1.12,906
1.152,855
1.184,859
1.216,905
1.248,828
1.28,921
1.312,858
1.344,938
1.376,900
1.408,872
1.44,922
1.472,919
1.504,845
1.536,910
1.568,925
1.6,851
1.632,869
1.664,859
1.696,886
1.728,861
1.76,854
1.792,815
1.824,881
1.856,929
1.888,870
1.92,894
1.952,884
1.984,842
2.016,891
2.048,864
2.08,824
2.112,875
2.144,877
2.176,859
2.208,869
2.24,858
2.272,863
2.304,867
2.336,844
2.368,829
2.4,880
2.432,878
2.464,857
2.496,868
2.528,859
2.56,832
2.592,801
2.624,826
2.656,830
2.688,772
2.72,824
2.752,834
2.784,860
2.816,789
2.848,823
2.88,851
2.912,815
2.944,804
2.976,804
3.008,820
3.04,795
3.072,806
3.104,823
3.136,833
3.168,855
3.2,853
3.232,796
3.264,791
3.296,838
3.328,816
3.36,812
3.392,820
3.424,843
3.456,788
3.488,745
3.52,816
3.552,823
3.584,824
3.616,767
3.648,804
3.68,785
3.712,810
3.744,760
3.776,794
3.808,804
3.84,721
3.872,783
3.904,818
3.936,829
3.968,805
4,829
4.032,787
4.064,766
4.096,804
4.128,797
4.16,832
4.192,817
4.224,767
4.256,774
4.288,769
4.32,771
4.352,804
4.384,741
4.416,751
4.448,750
4.48,744
4.512,758
4.544,779
4.576,771
4.608,782
4.64,833
4.672,745
4.704,785
4.736,740
4.768,709
4.8,769
4.832,760
4.864,772
4.896,753
4.928,777
4.96,754
4.992,778
5.024,776
5.056,824
5.088,717
5.12,745
5.152,754
5.184,731
5.216,735
5.248,784
5.28,741
5.312,776
5.344,791
5.376,730
5.408,745
5.44,728
5.472,723
5.504,724
5.536,762
5.568,762
5.6,750
5.632,751
5.664,780
5.696,763
5.728,712
5.76,758
5.792,769
5.824,726
5.856,751
5.888,719
5.92,765
5.952,743
5.984,760
6.016,707
6.048,677
6.08,722
6.112,679
6.144,724
6.176,780
6.208,764
6.24,718
6.272,721
6.304,741
6.336,763
6.368,723
6.4,729
6.432,728
6.464,709
6.496,708
6.528,737
6.56,745
6.592,722
6.624,693
6.656,750
6.688,673
6.72,699
6.752,725
6.784,693
6.816,721
6.848,722
6.88,679
6.912,715
6.944,741
6.976,717
7.008,751
7.04,746
7.072,718
7.104,685
7.136,669
7.168,722
7.2,711
7.232,700
7.264,698
7.296,713
7.328,728
7.36,669
7.392,755
7.424,675
7.456,737
7.488,719
7.52,701
7.552,735
7.584,727
7.616,726
7.648,702
7.68,722
7.712,695
7.744,703
7.776,694
7.808,709
7.84,655
7.872,707
7.904,683
7.936,721
7.968,676
8,707
8.032,683
8.064,684
8.096,714
8.128,713
8.16,704
8.192,689
8.224,698
8.256,691
8.288,718
8.32,736
8.352,722
8.384,719
8.416,682
8.448,690
8.48,664
8.512,673
8.544,634
8.576,709
8.608,668
8.64,700
8.672,654
8.704,668
8.736,727
8.768,761
8.8,678
8.832,677
8.864,738
8.896,683
8.928,635
8.96,667
8.992,668
9.024,697
9.056,680
9.088,606
9.12,647
9.152,685
9.184,686
9.216,700
9.248,693
9.28,659
9.312,597
9.344,654
9.376,658
9.408,659
9.44,624
9.472,643
9.504,647
9.536,698
9.568,659
9.6,663
9.632,633
9.664,665
9.696,659
9.728,649
9.76,650
9.792,620
9.824,676
9.856,593
9.888,661
9.92,671
9.952,660
9.984,638
10.016,584
10.048,620
10.08,625
10.112,662
10.144,664
10.176,631
10.208,660
10.24,673
10.272,619
10.304,696
10.336,680
10.368,639
10.4,711
10.432,661
10.464,664
10.496,620
10.528,661
10.56,652
10.592,623
10.624,620
10.656,651
10.688,616
10.72,595
10.752,610
10.784,638
10.816,637
10.848,687
10.88,641
10.912,611
10.944,673
10.976,629
11.008,630
11.04,649
11.072,654
11.104,579
11.136,675
11.168,619
11.2,637
11.232,696
11.264,626
11.296,600
11.328,669
11.36,625
11.392,667
11.424,668
11.456,622
11.488,621
11.52,629
11.552,647
11.584,632
11.616,659
11.648,636
11.68,642
11.712,597
11.744,675
11.776,616
11.808,585
11.84,652
11.872,627
11.904,614
11.936,676
11.968,648
12,631
12.032,640
12.064,609
12.096,600
12.128,594
12.16,635
12.192,614
12.224,686
12.256,607
12.288,657
12.32,614
12.352,618
12.384,601
12.416,611
12.448,622
12.48,629
12.512,623
12.544,585
12.576,650
12.608,593
12.64,620
12.672,594
12.704,676
12.736,615
12.768,604
12.8,633
12.832,587
12.864,586
12.896,584
12.928,632
12.96,608
12.992,631
13.024,607
13.056,613
13.088,602
13.12,632
13.152,671
13.184,598
13.216,563
13.248,639
13.28,607
13.312,630
13.344,628
13.376,589
13.408,563
13.44,620
13.472,616
13.504,574
13.536,606
13.568,619
13.6,586
13.632,583
13.664,627
13.696,584
13.728,597
13.76,585
13.792,617
13.824,570
13.856,627
13.888,562
13.92,571
13.952,618
13.984,593
14.016,607
14.048,570
14.08,577
14.112,594
14.144,608
14.176,549
14.208,541
14.24,606
14.272,568
14.304,614
14.336,575
14.368,573
14.4,560
14.432,564
14.464,562
14.496,635
14.528,580
14.56,617
14.592,590
14.624,571
14.656,533
14.688,577
14.72,602
14.752,593
14.784,595
14.816,583
14.848,555
14.88,581
14.912,595
14.944,593
14.976,568
15.008,581
15.04,593
15.072,578
15.104,593
15.136,578
15.168,593
15.2,570
15.232,524
15.264,535
15.296,585
15.328,589
15.36,584
15.392,565
15.424,617
15.456,603
15.488,571
15.52,561
15.552,544
15.584,523
15.616,558
15.648,576
15.68,564
15.712,589
15.744,544
15.776,560
15.808,612
15.84,590
15.872,546
15.904,576
15.936,599
15.968,573
16,576
16.032,561
16.064,576
16.096,579
16.128,573
16.16,605
16.192,569
16.224,598
16.256,544
16.288,552
16.32,563
16.352,614
16.384,523
16.416,536
16.448,592
16.48,578
16.512,550
16.544,568
16.576,546
16.608,583
16.64,587
16.672,582
16.704,575
16.736,589
16.768,554
16.8,553
16.832,569
16.864,553
16.896,562
16.928,558
16.96,565
16.992,538
17.024,625
17.056,567
17.088,563
17.12,550
17.152,560
17.184,573
17.216,528
17.248,541
17.28,513
17.312,617
17.344,519
17.376,553
17.408,566
17.44,517
17.472,540
17.504,582
17.536,590
17.568,554
17.6,538
17.632,543
17.664,541
17.696,566
17.728,557
17.76,511
17.792,568
17.824,546
17.856,520
17.888,528
17.92,565
17.952,576
17.984,558
18.016,514
18.048,569
18.08,512
18.112,514
18.144,550
18.176,567
18.208,519
18.24,535
18.272,547
18.304,518
18.336,564
18.368,554
18.4,534
18.432,554
18.464,536
18.496,526
18.528,548
18.56,533
18.592,530
18.624,524
18.656,538
18.688,564
18.72,560
18.752,534
18.784,538
18.816,527
18.848,510
18.88,541
18.912,551
18.944,531
18.976,559
19.008,549
19.04,526
19.072,553
19.104,546
19.136,537
19.168,535
19.2,574
19.232,507
19.264,522
19.296,534
19.328,550
19.36,496
19.392,557
19.424,524
19.456,516
19.488,549
19.52,532
19.552,500
19.584,536
19.616,521
19.648,541
19.68,531
19.712,531
19.744,524
19.776,509
19.808,508
19.84,517
19.872,527
19.904,549
19.936,569
19.968,541
20,554
20.032,531
20.064,557
20.096,534
20.128,502
20.16,522
20.192,511
20.224,522
20.256,543
20.288,538
20.32,531
20.352,503
20.384,508
20.416,526
20.448,508
20.48,526
20.512,522
20.544,555
20.576,484
20.608,489
20.64,548
20.672,515
20.704,553
20.736,524
20.768,513
20.8,490
20.832,501
20.864,510
20.896,538
20.928,519
20.96,526
20.992,494
21.024,515
21.056,507
21.088,527
21.12,512
21.152,494
21.184,552
