0,119.075606234023,136.143306849804,169.475661969499
1e-10,117.877054595031,135.786597276756,168.736480939956
2e-10,117.422314744686,135.207248326412,167.579831722078
3e-10,118.456743159687,135.454789505576,167.72298590235
4e-10,117.123866056411,134.892549831338,166.841241903793
5e-10,117.204948700983,134.966662550424,167.466414543335
6e-10,116.649046288429,134.692241795881,167.523132730975
7e-10,116.756156154611,134.305621624711,167.278211372551
8e-10,115.754049605187,135.369863706809,166.88618876348
9e-10,115.823141038395,133.749766354936,167.047897322894
1e-09,115.403639457341,133.154046127033,166.460205454637
1.1e-09,116.068945028375,133.764718816286,167.04191090861
1.2e-09,115.043470045023,133.210359957475,166.138496441975
1.3e-09,113.912246927185,133.394152795391,165.927695096388
1.4e-09,114.564392373896,132.984961555809,165.360212868755
1.5e-09,115,132.51415018782,166.523271646938
1.6e-09,113.991227732664,132.574507353412,164.32589570728
1.7e-09,112.969022302576,132.589592351738,165.311826558175
1.8e-09,114.498908291739,131.757352736005,164.839315698652
1.9e-09,113.498898673071,131.689027637081,165.740761431822
2e-09,113.885907820063,132.015150645674,164.830215676617
2.1e-09,113.463650567043,132.533014754815,165.650233926789
2.2e-09,112.747505515643,132.977441695951,164.566096143768
2.3e-09,113.340195870662,132.268665979513,164.344151097628
2.4e-09,113.670576667843,131.514257782189,163.737594949969
2.5e-09,113.079617968934,131.297372403259,163.309522073883
2.6e-09,112.387721749309,130.640728718115,164.07924914504
2.7e-09,112.1739720256,131.11826722467,163.517583152394
2.8e-09,112.182886395386,131.403957322449,163.382985650281
2.9e-09,112.276444546485,130.01538370516,163.37992532744
3e-09,113.185688141213,130.594793158073,163.407466169695
3.1e-09,111.454026396537,128.8332255282,163.373804509781
3.2e-09,111.054040899015,130.038455850568,163.064404454191
3.3e-09,111.332834330219,129.568514693964,163.783393541592
3.4e-09,111.38671374989,129.607098571027,162.950912854148
3.5e-09,111.525781772647,128.883668476654,163.557329398593
3.6e-09,111.44505372604,128.949602558519,163.137978410914
3.7e-09,111.013512691023,128.611819052527,161.935172214068
3.8e-09,109.968177215047,128.953479984062,162.674521668269
3.9e-09,110.954945811352,128.965111561228,162.594587855808
4e-09,110.208892563168,129.147202834595,161.353648858648
4.1e-09,110.272390016722,127.745841419594,161.922821121669
4.2e-09,109.92724866929,128.972865363223,161.996913550845
4.3e-09,110.869292412282,129.510617325376,162.012345208629
4.4e-09,109.818031306339,128.304325725986,161.731258574216
4.5e-09,109.676797910953,128.73616430514,162.166581020875
4.6e-09,110.761003968003,128.464002740067,160.533485603472
4.7e-09,109.612955438671,128.436754864019,161.471359689575
4.8e-09,110.440028975005,127.843654515975,160.695363965486
4.9e-09,109.512556357707,127.530388535439,160.791790835229
5e-09,108.595580020551,127.726269811656,160.816665803019
5.1e-09,109.320629343231,127.968746184371,161.845605439258
5.2e-09,108.143423285931,127.534309109353,161.186227699515
5.3e-09,108.99541274751,127.267434954901,160.405735558302
5.4e-09,108.848518593502,127.644036288422,161.03726276859
